"
ground_truth","0.001
","0.005
","0.01
","0.05
","0.1
","0.5
","1.0
","5.0
","10.0
","50.0
"
mascon,0.068542,0.083236,0.019613,0.003636,0.001668,0.000567,0.000749,0.000030,0.000014,0.000003
polyhedral,0.048568,0.040658,0.012992,0.001861,0.000500,0.000327,0.000643,0.000016,0.000007,0.000001
